101	101.596722005	13.4325695644	82.233038097	
451	174.730915388	-78.0033454538	-66.6397193172	
814	238.532986612	89.66050737	44.6539289425	
915	318.701450487	59.7434954273	26.7473636896	
816	45.5756639178	126.769777706	93.5735073712	
662	274.933812634	85.5975241833	125.57343556	
208	160.266042509	83.4874787928	-57.3858944895	
663	137.87737671	26.6780641002	-41.2236828596	
273	105.810400074	-73.8282979149	-22.6686210425	
995	321.319474247	-233.316871456	148.926515619	
804	296.595736662	-42.0962233717	227.445165024	
163	173.759925467	72.045927782	99.8767028186	
253	107.99152411	38.2022137119	24.5634682467	
320	148.783255824	68.5105387165	82.4936673607	
656	36.4910275654	123.28041952	9.30506561249	
486	182.140696276	-6.72041002108	-130.900013379	
882	399.30997371	172.543913338	-268.494619974	
809	355.470322952	44.231403414	-88.2785326668	
825	269.123314319	-46.4451982713	57.3177066476	
351	281.062579526	-175.276509236	-31.6538294503	
338	126.415697607	-39.8146580435	-56.0161954036	
652	448.584743401	-219.500111409	125.98941248	
316	113.727482815	-78.284534971	60.140756449	
578	124.259843474	1.77174629265	33.0056255383	
829	269.999375022	68.3684652791	33.8047296936	
142	113.110452712	-83.9715997081	33.3217404515	
987	593.937576683	3.60865610393	232.528911368	
313	332.977448955	47.7968798372	204.876816518	
885	82.0203182417	3.53864589482	19.958492134	
159	152.041104647	-120.572371871	-41.2344743283	
728	82.0929732202	102.49638449	-0.515933553139	
118	174.460911543	2.11397086529	-69.489087636	
125	76.4463124827	-50.4809086166	-8.01492534005	
547	397.484372915	220.124434543	-4.82219294294	
256	129.723306608	-189.212246733	18.6878138648	
571	597.685247519	-344.389313901	-126.57618948	
925	446.846473429	-257.771722403	116.498874698	
920	377.801286596	-166.239440597	162.491162252	
947	463.13800612	134.08714037	-163.044103707	
175	380.82625498	85.0029083543	-228.902986228	
732	257.987042791	-77.0955903778	73.4239409348	
282	159.553452455	-19.2540427428	83.77215475	
231	116.754380167	-53.6530775232	-25.0072495984	
650	306.681926874	217.336391649	-25.6533970256	
133	55.4677171727	9.01442765697	-14.938778774	
503	170.500228315	12.1284706086	-25.5498308556	
513	22.4961531817	42.0283149807	-18.9236414156	
389	156.283109778	-47.1966562911	-45.154865039	
728	121.89863901	26.9464798626	-44.0880163155	
335	134.23788041	39.085782051	-74.3832267425	
479	313.044290034	-172.69898589	-144.00975708	
998	418.671276853	-349.253953213	220.755227265	
316	120.425350897	10.4987786113	78.4523427484	
354	122.886601309	-60.4319305332	-1.68282720466	
741	214.401698372	-94.2577942953	68.7525138998	
499	136.505738997	158.645014903	75.9305554855	
283	209.065229212	-36.6708245509	-72.0382594642	
437	104.774613749	118.638427309	138.856152526	
279	144.157830477	65.1908772112	-15.7642175942	
446	266.353661419	88.6687240881	64.1164104334	
399	160.892579521	150.623355526	8.90433948178	
902	401.545904005	141.963409807	23.4395142251	
215	175.038437431	-121.176409234	-14.4281508122	
830	357.412026501	112.070493249	157.457281615	
245	170.196961464	-80.9477233142	-8.40095785919	
